text,wordcount
youre extremely lucky youre not home i felt like curling up into a ball but i didnt i went out to get ice amp got rained on,27
i cannot be bothered to even fix this upwhy did people make me get twitter if i have to find them i dont even know what im doing,28
at home back in the uk  boo hoo la next year hopein  c a few stars get a few autographs n go out wid dem  a few drinks,28
thanks amber she is playing it down to us saying its not so bad but john is devastated makes for a real fun hol for us,26
industrial tommorow oh yeah amp i get to go see a bunch of old people go away forever amp i will probably cry all over the place,27
damnit i didnt kno we had alpha dog ampfunnything is is that it was in my room lol shitt imma watch that right now cuz iv never seen it,29
all i know is its sold me tons of memberships and earned me a loyal following i am still a pahriah though and always will be,26
one day the hubs and i will take one of those theres actually a missions cruise that we want to go on it has music too,26
now i still have to think twice if i will go to the metro stations show coz i must avoid crowded places due to that flu,26
lol i dont think they will hear me if i shout out you are a cheater lol had to get up at half  this morning  x,26
time to go pay to have the ac in my car fixed   wait didnt i already do that yes i did maybe second time is the charm,27
crazy day just left the wrap party for hannah montana season   sad for the ending and stoked for a new beginning th season here i come,26
cleaning and getiong rid of skin on a chicken is so wrong  i hate doing it  but i love cooking though lol food is my best friend,27
thats what your mouth says  you amp sharon are like neck amp neck i wonder who will make it first o amp shaniboo doesnt like me,26
damn mum just told be i have to go sing at church on sunda  and that i have to go to a practice this arvie  help i am so over church,31
quoteverytime that im alone with you homie be checkin up on you but if that homie only knew you got a lot of freak in you baybayyquot  yup,28
goddamn that was fun now headin to doms to bbq and chill out after pickin up some grub at aampjs  up amp blue label gonnabe a great day,28
i cant sleep ugh and i have shit to do all damn day tomorrow wanting to take a sleeping pill but i know ill get up late,27
just got off the phone with spenser i needed him so bad he made me feel so much better such a bad night im an idiot and a bitch ugh,30
thanks for the idea but this time of year i am lucky if i see my hubby at all work doesnt let him play for awhile,26
trying to decide if i should have lots of caffeine try to get a bunch of things done or crash on sofa what would jesus do,26
had my first day at work and im not excited about the lay out of the place and where everything is o well its a job,26
if these assholes cause me to miss my plane i think i might have to go to prison for dmb this is not looking good   deep breath,27
unfortunately not it ran for some days and yesterday it did not move any more so we are working on it again but i am hopeful,26
last week of school who knew the clean up of a classroom would take so much work  at least we got kids to help cant wait for summer,28
yep im down to my local o store this morning still on the g iphone  a big upgrade for me shame about the  yr contract tho,26
i wanna go to sleep but i cant  because i had read a book called noticia de un secuestro is so lame ok i go to read bay xoxo,29
tom im trying to talk to you for days and you dont answer me  im really sad about it why dont you say a quothiquot lol,26
lost my leopard gecko somehow is crawled out of its cage i cant find it and i ready to cry my morning just isnt going well,26
i feel like doing nothing but just laying in bed that feeling wont go away and i have a game tonight fml im going to do so horrible,28
omg so there was a bomb threat at school today it felt like a half day but i have to go back to school for graduation though,27
i kinda wanna go to blvd but my feet hurt so bad lol i didnt get a break today  these people had me working like a slave,27
oh gosh so much sleep i feel amazing crazy dream went on a trip stuck in some world weird things had to pack up the dream is gone,28
yeah bands dont come through kc like they used to they closed a few venues here in the area so that has limited it a bit,26
yo peeps whats good day im being a lazy bum thats allowed once a week lol what r u guys getting into thinking star trek in imax,27
not only is tmbg playing kc when well be in chicago but its a full album flood show and theres a kids show the next day,26
looking forward to the end of school despite the fact that it is also the end of my job  ill miss the kids but not alot of other crap,29
i found out about it bec my friend bought a bag for her pup why do you like it youre not stealing from moo r u haha,27
my foot hurts and i need to run  miles in a couple of days  i feel like my shoe is laced up way too tight but its not,28
yeesh just saw myself in the bathroom mirror i neeeed to go home a nap a shower and a lot of undereye makeup and ill be myself,27
hey how are ya still no official word for oz dates yet  yeah they will come for sure but would still love to see some dates,26
wants to play sims  but had to take it back  to the shop because it was broke  and they did not have any spare games  heelllppp  x,27
watch us cspa on koaa  news on june st at pm and pm  we did an awesome investigation at on a ledge bampb  check it out,26
back from the gymeying the box of golden grahams cereal but i am gonna stay strongegg whites it is   it is gonna be a tough day,26
you drank my bru and got coke and magic stars that is just plain self fish you be selffish no you are my bf love you bud,27
okay so im dedicating my th tweet to the fact that im going to the apple store because there is a huge crack on the glass screen,27
d i cant keep it up  so do u have like any experience behind the wheel yet the ram is a new model so i have hard time too,29
wtf u cnt go to ss  want a tshirt  lol i bought tix but i dnt no if im allowed  go now there was an incident,26
my head is killing me and i feel like im going to throw up but i cant be sick im moving today and then im coming back to work,29
kats  when do you want us i want us i want i want heehee im seeing isa tomorrow but youre going to be somewhere so yeah,26
there seems to be some way to do it a few shops sell graphic design work  might be good to ask about etiquette for digital work,26
little man was up all night  i am exhausted miss e has determined that mom is not cool to kiss on the way to daycare anymore,26
so hungry i ate my  slices of pizza while driving x glad i didnt run off road lady  pizza hut looked like alleen wurnos nice tho,26
not as good weather today as yesterday but it still warm so i shouldnt complain  school tomorrow so i guess i have to study and so,26
bb   rl nice dayno work  u bet i signed as i left the studio now home trying desparately to get both my kids out of bed,26
went for bike ride today in new pink amp black nerdy lycra was going well until puncture  miles from home had to ride home on flat tyre,27
guess what if i had the link id show you but i was watching a vid jackson made for mtv at the end he showed his kitty,27
i actually cant wait thats why you cant wait a whole year to go back i wont allow it i cant possibly wait until next summer,26
it was good really we laughed a lot i dont remember when i had that much fun and laughter last time  today is just calm lol,26
ive had far too much sugar today which is strange because this morning i got told by my teacher i stand a chance of getting diabetes,26
why doesnt the reachout site let me sign in ive done almost everything there was this poem i wanted to comment to bcos i loved it,26
stressed about planning for the drive in tomorrow i wish people would just get a hold of me if they are going so we can fill up cars,28
who do i submit a request to in order to increase the hours in a day  i just cant seem to keep up anymore guess i gotta cut sleep now,30
so much for a lie in had to get up to mix down that track and send it off happy now clothes shopping now today is a purple suit day,30
wen i open my cp i saw sim registration failed nd stil at mah sisters cp ders no signal  revenge of globe  coz of senate hearing,26
bkethan my car wont start again i jumped it last night and i went to move it this morning and it did not wor again sad day,27
and had a mini bbq and my gparents with my mum and lil bro  good times oh but ima be old grey washed up amp in  days  bad times,29
why is revision so boring  i just want exams over with but have  till my first exam with the next  the following two days its crap,26
switching from one oven to another is always tricky my pink ring just came out part bright orange this shit is like glow in the dark,26
same with me woke up at  jst gawn for a shower nowhome alone well dad jst gawn  then am gawn to my aunts cs i nd,26
is gettin sick damn go figure i have big weekend plans i could feel it when i woke up this morning amp i ignored it grrr,26
aww i felt so bad for him when he got told to have a break and he got sad  lol i cant cook good in general,26
ordering food is just not my day today got charged really high for lunch amp they forgot my order tonight and there was a bug in my drink,28
hi lor the point is to talk or share weird or interesting things it could be about you or others also to stay in contact with friends,27
damn it wont let me send it too long  love the one of you running around ur the best to ever grace that field love ya,26
had a nice mothers day  brunch by the beach with dan and teo and some new perfume  wish dan didnt have to work the rest of the day,28
i dont know i stood a couple feet way from kristen bell but didnt get a pic  she is now on our must meetget a pic list,27
omg i just hate myself i cant believe that i missed the live chat on facebook im sorry guys  but you know i still love you,26
wowi havent been this tired in a long timefeels good went to the late night showing of up and cried if you havent seen it do so,27
hurt my knee at work so badly that i had to go home its still swollen but feels a bit better lost an hour of pay though,27
ew  super little ones are cyooot  toddlers are gross i want to punch then in the face when they talk  i like to see them fall,26
ytd was a blast i retained the world title and unified tag team titles but off to bed wasnt gd one i got headache very bad,26
nite tit luvs meh n mi babii staxx back getha  luv him so much n onlee himmi heart is at peace again n hes mi blessingnisha,26
had all day due to bad weather so made a good one highlands are great but so far from midlands alps are as close  wales for me,27
i tried to put bevs pic up on her page for her and it didnt work    it was the one you sent mewhy cant she have a pic,28
last year i lived next to a guy who would always have really loud sex with his girlfriend now on central i still have loud neighbors,26
i am hoping the tenants move out soon so i can have my stuff out of storage and sleep in my own bed in my own room,27
ughwhy am i hearing a ja rule song on the radio that dude was hot back in middle school then in th grade  happenedno more ja  lol,27
the end of the weekend is never a pleasant sight made less so by its looming presence  i think i can even hear it laughing at me,27
oh people thinking about the lack of sleep im about to get pains me and no resting on the flight need to go to bed after landing,27
sad   just been watching about a dog with cancer in his final days my cat has terminal cancer made me think of her and cry off to gym,28
cant believe in  weeks she will be single   im going to miss him so much but im interested to know where god is going with this,26
why he suddenly has no time and a girlfriend is it too stressful this is the worst weekend of all times i feel so empty so dead,27
someones birthday in the dca and i was invited to tag along so much friends here took some pics with the staff  so sweet still here too,27
is finally in bed hair looks amazing gotta look good for my dreams  never know who will be in them  jermy on one kneeok maybe not,26
yeah i am cheering up i got beer cheaper than if i was to go out and pay for it and no one to bother me while i drink it,30
heya i felt really bad yesterday and not bad as in ill bad as in upset theres a lot of things going on for both me and my friend,29
watchin tele in her new bedroom on er new bed happy as a clam i surpose bt am in ouse on ma own all day  x,26
im signing off for the night please stay out of trouble while im gone i only have so much i can set aside for bail for you guys,28
kids just left to go to the ils for the night  im going to declare a mothers day of my own when this is all over,26
hahthe look on ur face the night we all had eritrean food in brixton amp i neither threw a fit nor did i ask for cheeseburgers,26
i watched law and order ci but jeff goldblum did not make an appearance  and southland wasnt on this past week   see  i do watch tv,26
ripped a calve muscle when i chased a bus for  blocks i totally beat the bus tho and my friends riding inside but ima limpin lol,26
awww ahah i missed you too ilysss i spent two days at home with my mum no cp  and then two days at my aunts no cp,27
quotno one is following me because im just an average person  quot omg how wrong is that you are a very very special person believe me,26
omg i am soooo bored i have no idea what i will do today  but i will probably be sitting around the house all day like usual,27
if sleepin is the only way  make it go away then ima sleep all the time  i hate this i hate this i hate this i hate this goodnight,29
is gonna make something to eat and then head to bed today was extremely boring and i still dont know whats going on with my friend,26
tomorrow i start my full time job so im trying to make the most of today going out in the sun soon i love this weather,26
i had an epic fail moment today after the waiter got my order wrong and had an attitude with me i spilled my drink all over the floor,28
they have to do like  million tests on me well its only  but its a lot  they told me that i have to get blood drawn twice in one hour,30
the working day is officially over and im a lot closer to having completely no voice  i sound like a man and not a sexy one at that,28
noever told me that i needed to free up mb of app space to get the new  os update that sucked but o well dwnloading now,26
i hate bein the only one not sleepin always up till am but the quiet is rather nice amp an otherwise rare occurance so its alright,26
day two shops for bbq  wood for next manproject dave asked for a pug this morning the boss said no idle hands are doing the devils,26
had left coffee milk for tea on the window sill over the we because temps were low last week we was hot and sunny now milk is sour,28
i know i think a phone call will be the only solution i can call your home phone from mine if you give me your number darl,27
really just cried looked at old pics on my  friends facebook n saw a pic of me n my bff havent talked to her in a good  years,28
just got up about make breakfast da manz just left but xpectin c him lata so we can take sum pics its his last day here,26
sigh now to leave early to go to a wake partners aunt passed from same cancer i had so sad  why some beat it and some dont,27
im smug now i got  in the bbc maths quiz with mental arithmetic alone no paper no calc but then mrs b does have a degree in maths,28
i hate trying to figure this out it makes me sad like when the rain flips on the back of my heels and flings mud everywhere,26
off to go pack  i made a mistake donating my room for the weekend i have to hide all naughty things too bound to forget something,26
my friends watching iljimae w eng subs n says it has the crappiest english grammar lol cuz its true but its hilarious w li jun ki,26
i have a feeling i might not be going to bed tonight i want this buy out over with already i dont think i have anything else to give,29
morning my tweets just got to dodo bummer its going to be  super sunny fantastic day that i will only get to look at from my jail cel,28
i wont be able to see the final  i will be travelling back from mumbai i hope federer wins it and equals sampras he deserves it,26
i like the new  cd but still dont know if i like it as much as the last one wishing i could go to your show the,27
hi tia is ur hair long or short at the moment just askin cos of that pic i saw  are u gonna grow it back now,26
im trying to sleep but my muscles are aching i took some advil and tylenol so i should be good soon i had too much caffeine too,27
less than  hours away for tip off lets go lakers happy bday to melo but lakers gonna give him an early vacation with a win tonight,26
its only pm but it feels like pm my baby just left my house so back to boredom again i really dont want to go to work tomorrow,28
i need a new bench body spray im running out of it it smells so nice and its perfect for summer too bad they only sell it in philiy,29
i know when she was going quotdo any of you know lady gaga what about just dancequot i was going no no no emma  bad times,26
anyone who needs a hug im sending you one right now and if you really need another one there it goes hope your day is great,26
i dont feel as safe when i sleep alone either i think thats just me missing andrew though  i am making stuff up in my head,26
slept for  hrs feel better but cant go back to sleep none of my messenger play friends are up yet    guess ill try to sleep more,26
ya to much free time lol that was ex dog with the pretty boy buju did you see the orchid porn she is the love of my life,28
getting in a little madden  had some family time and dinner so that is why no tweets since i got home from work   wicked weather in,26
zomg the throttle cable came off from my carburrator when i was on the expressway but yay managed to get it fix on the road shoulder,26
yee i need to get out my camera more often to take some snap shots coz i never eally use it then i can upload them  xxxx,27
so tiredand they made me bag at work today too for a while  but now i get to rest and work on doujins and prints  and persona  later,28
well thats the problem i have anyway lol i have a printer in the attic but no ink  i just need to print my papers from day,27
almost ready feeling more awake now which is nice but its not nice to think it may be hrs before my head hits a pillow again,26
morning all this is the earliest ive been up in a week going to be hard when i have to go back to work at least thts not til friday,30
damn maudio ies i just remembered how much i lt u amp now the right earbud has ceased functioning  my shures r  bright w lame bass,26
ehh dalia darling i see ur on twitter and not following me i m hurt  whats uppp man am i geting my wake up msg tmw i got work,29
i feel like i may have pulled a stitch when playing with star   felt it getting into the car and might have to take it easy tonight,27
lol i am veryyyy excited my eyes r soo tired lol red and sore eyes booo  good sleep will sort tht out hows ur day been xxx,27
are you guys going to have a meet amp greet in chile i live in bolivia but im still going to your concert there please answer,26
eeep i really havent looked but i am kinda cheating in that i have my email up and will get an outbid notice if i get beat,27
alex is on his way to work so what does that leave me to do unpack  im eventually gonna have to get out we have no food,27
and i have to get my wisdom teeth out because they are making the rest of my teeth look like theyre getting ready to hula hoop,26
ill be having er duty tomorrow  this will be fun and exciting but ill probably look and feel like a zombie by the time i get home,27
such a busy day i hate june worst part of the year in my job can anyone guess what i do still got a gal on my mind,28
i just relized that green day has a very cute lead singer i need to get the poster from under my bed and put it up again,27
no good scripts this weekend  but am reading the girl w the dragon tattoo strange mystery that pulls you in and its written by a swede,26
i told u im not feelin the quotgrubquot part  whats wrong w babunny or bab hmm wish i could think of an e to make it babe,27
just got off the phone with my cool kids in ny i miss it there soooo much and miss them like crazy  nothin like that good old e train,29
great way to start off the day moved my laptop back here and the damned power brick broke now it wont work to charge my laptop,26
got to see carlos santana live at the hard rock last night not sure if i have a headache from good music or the gin and tonics,27
so hot in the office as air con been broken for weeks fans on all round office but they just push hot air around really and not helping,28
noway  hugs thats so low how can someone even do that id be gutted im sorry i should txt amp call him v nasty words lol,26
when am i going back to my mooshy  i miss my boy so much i could lick my elbow while growing beard amp moustache amp mushrooms amp brinjals,28
one more hour and im no longer a freshman im gonna miss everyone lt going to go hang with people after school so byee  yay sophmore,26
my basil has got black fly im trying it outside so maybe some natural predators will eat them if not ill have to spray the plants,26
heroes as in the tv show i mention it a lot on my twitter so its kind of earned itself the title of the hword haha,26
how sweet is alan carr i just love him he seems so genuine  fern looks so sad on this morning she hasnt seemed herself for so long,27
ah i miss you guys so much im inviting you all to lunch or breakfast your choice in  weeks let me know what works for you,26
oh yes i love yuo so i am fmling i cant even fathom how much work is being loaded on to me  awards were awesome kstewart is the best,29
i didnt sleep well last night  so im pretty tierd right now hope i get some sleep on the bus  im hungry too but idk what to eat,28
i told my girls last night that i thought you amp t were going to walk into the place we were at i had a wrong feeling,27
whine whinge moan i dont wanna work today  its chaos here and i have to sort it out anyone wanna meet for drinks at the beach,26
i got spit on by a mud pot today  it was hot and burned my toe   i guess thats what i get for hanging out in a caldera,28
wow i thought i was getting over my cold i feel so physically fatigued i dont even wanna movethere is no way i am be getting better,27
also need to update our inventory system if i can  really sad that my dell m cd rom seem to have gone bad just doesnt work,26
i dont generally use paper to begin with but i went to zas today where they force you to use paper so i couldnt do todays,26
swears to never get immobilyi like the word fat im  ft from the fat stinky lady in waiting rom amp tummy is churning  fight the folds,26
i just cant get you out of my head i dont want to move home its really sinking in now and im close to tears thinking of leaving,28
my bartender at the castle found out that i had been quotcheatingquot on her with another she caught me with a different drink than my norm,26
heya on my dinner now didnt get an extra break but if i wanted to i could have split my dinner up but other than that nothing,27
ok i need to do some other stuff around here  if we hadnt had heavy rain yesterday i would be able to mow my lawn grass is so long,29
thats the birthday boys ipod touch and dsi setup and sorted just to think i would have been happy with a ball  boots at that age,26
flawless didnt win  i wanted them or aiden to win i bet they wil hav a career in dancin anyways coz they r amazin x x x,27
i kinda want to punch the girl sitting next to me this is nothing new she is just my bffs girlfriend so i am trying to be nice,28
wow once again home alone for the nighthmm now this is sad i have no life nah i take that back have time to spend w god,27
goin to get breaky soon should get our new phones today happy dance idk which one i want yet i just wanna get a good deal,26
so anyways i just watched sytycd ep where they let people go i cant believe they cut most of my faves i am so devastated mmmm,26
the pics i just uploaded are the baby pics of my cats missy is now an adult and a pretty little kitty but batty is in kitten heaven now,29
i actually hate you sometimes i swear you just do like an hour of revision for each exam and yet you still do so well  grrr,26
and i wont see her till she wakes up on monday  she is asleep when i leave for work and already down for the night when i get home,29
i love bn on twitter when fob or hey monday are its epic sick if u ask me  come back to nz soon guys xxxxxxxxxxxxxxxxxx lt,26
the nd gen ipod shufflethe best music only mp plyr ever i am glad you can still buy them maybe i should stock up im sad i washed mine,29
ughwth my phone been trippin ever sine that damn update came my lil sister just text me amp said she got her update amp her phone is fine,28
im sorry i know you were really looking forward to it but if it helps at all if we gig in the city you are our drummer,27
one year at nokia a year that i have learned a lot  i am glad that i dont feel regret for the passing year hope for a better one next,30
both my feet are covered in band aids and they hurt like a bitch hahahaha i had so much fun last night  did you have fun xx,27
while the iphone does have some amazing things it is lacking in basic things every other smartphone has yet we eat it all up like candy,26
i said ya to stay out of it its jus dat i cant chat wid her n she feels dat m blaming her for it amp shes mad at me for dat,32
my friend and i are going to take the day off and see if we can come and find you we couldnt afford the  star  hugs,26
its back ressurected from its watery grave the laptop which has been a pain since i got it wont die i was hoping for a new one,27
well ima take a shower n a nap hopefully ill b energized n sit on my porch with some leonade  iceeeee creammmm but whats up with it,27
feel so much betta aftr washn all that damn sand off  omg  least i got a good azz workout evn tho these pretty lil arms will b bruised,28
anyone else see a jump in their google page rank check it now it has been updated  well i recieved a gpr of  for my blog,26
i feel like jumping on my bed amp singing it as loud as i can with it turned up as loud as it can go too bad i wasnt home alone,31
cant wait for tomorrow im so happy to be spending time with just mum and sister hopefully in the sun no work no school for any of us,28
seeeeeeei knew that wheat flour in those cookies would make me sick but did i listen to my inner voice nooooooo i have a tummy ache,26
anyone ever have one of those days where you get to work and find out your undies r on backwards this is why i dont wear boxers,27
how did you find me  sorry for the delay in following back i am not auto piloting twitter like a lot of people seem to do,26
omg its so warm todayim away outside to have a wee lie in the sun and get some sun burn  and read eclipse and then bbq later,27
ohh baby the rain wont stop but i dont care as long as youre there with me ltlyrics from my head lol shall i write a song,27
glad ya liked that one wanted to use the explicit version but in case im a quotrole modelquot for sum yrold i opted not dang it,26
yep all it needs is more features and all i need to do is figure out why the desktop client is not working on my pc,26
listening to music while i clean up more of my crazy house i kno ive been cleaning for the past  days but i have lots  get ridd of,28
just fed clay his breakfast now hes sitting drooling over mine  prob have an hour before he wants his big sunday walk its a dogs life,26
game  the refs better not be on some bullsht or were gonna have problems u already know who im rooting for amp its not the quotlionquot,26
i just signed on to myspace amp had a message from my brother from may th  i never log in over there awww al i miss my bro,28
i want to take lauren to dora but its  for  fucking tickets after txmaster charges arrrr i hate not being able to do this for her,26
still mad that martha made got us to run outta round table like we were on a episode of the phonepoor chris and his hawaiian pizza,26
still stuck here in our haus w my yr old daughter who keeps on asking me when r we going to watch mileys movie  it not yet showing,28
i forgot prison break was on friday nights and i missed it and its not online yet  fuck man how could i forget its my fav show,27
woke up because of a nightmare caused by the graph editor in maya being misused and truly feels like a geek now but in a good way,27
no l its more fun this way well actually if nina wants to get one then im happy to but we like sharing one  xx hehe xx,27
hahaha wow thanks bud p but my plan is to pretend its a costume i wish it were cold so i could wear a sweatshirt over this,27
i worked all today and then i was supposed to hang w someone amp i think his phone isnt workin bc i didnt get a txt back,27
hey sweetie how are you doing bad news cant get a bb til my contracts up in feb no bbm for us  aw well we got twitter xo,28
so since forever my friends and i have been looking for a ride to the concert on monday odds of us going are slim to none,26
send out a s o s   i am daaaam bored amp i need something to do how can one person be that bored like i am right now its impossible,30
oh dear junie  i hope youll get well soon amp be healty amp happy coz you have so light soul ill pray god give you heath,26
i dunno my rents are ina mood atm cause i havent been revising this week so i will have to see i dont think so tho,26
holy shit it is hot out there  i just got done mowing the lawn and i am turning into a puddle on my new flooring  thank goodness for ac,29
going to watch bring it on in it to win it again for the gazilionth time but cant because i dont think quotgazilionthquot is even a word,27
soccer tonite at pm dont dey kno people gotta work in tha morning guess ill go up there an tear it up n win it for tonite its show time,30
just had an omlette not a fan of eggs but dads good in the kitchen and we need to go shopping so there is no food in the house,29
burned her leg so no luau for us  we instead walked over to the belmont for a cocktail she has ice on her leg as we tweet,27
some guy told me i sound like haley from paramore i was like quotsweetquot because i have always thought that since i heard their st album,26
i even had chocolate ice cream didnt work man i feel like a bum think ill go back to bed anyway in spite of myself  heartbroken,26
thats when i tellll just reminising with radio active dvd  so wish i was at mcfly today  how ever i eneded my mcfly memories on a high,27
showed my fluids decreasing slightly so doesnt look like shes letting me out of this bed anytime soon  i have a follow up us next week,26
they would not come to our house the week they were in pensacola because we did not go to wedding hubbys mother was mad at us  ahhh,27
i know  it better not sell out im getting it on saturday when it goes on sale even if i have to be late to ortho,26
home swweeeeeet homee  im amazed i kinda missd it nd iim only sayin tha cuz i havent seen ne of my family yet lolbut yayy neway,26
amazed  how much work i got done today that  on a sunday caught up on stuff that was pending since april was it the coffee or what,27
in need of a dog i have a name and clothes picked out for one now i just need an adorable little girl dog to fit it all,28
jsyk my lil sis called ur saynow to leave a msg but she was rly nervousampi kept buggin her bout itampnow shes in a bad mood,26
so sick of this rain  want to go out but its just putting me off doing anything its so heavy ill get drenched just going to the car,28
some people are like slinkies good for nothing but they still bring a smile to your face when you push them down a flight of stairs,26
was in a bar last night and damien rice quotblowers daughterquot came on love the song but on a bar on a friday night everyone was crying,27
i got asked out on a date today for tomorrow night i think ill go i can see things working out with this guy he seems ok,27
i slept in this morning til  and im staying up late tonight til  im such an old lady now that i work for the forest service,26
really freaking out today dont know why  and really wish i wasnt why does the real world have to suck this bad i dont want to leave,27
well i passed but i didnt get in to reading  i got in to reading  which i guess is not a bad thing just i cant get in an art class,31
my phone just died  i cant wait until next fridaysomething to do tuesday i get to go to dallas to see claire fav place and person,26
omg emilee i miss need you way more  i hope my life gets better lol i suck right now   and when i get money ill go,26
my poor macbook so needs a new fan if i open picasa or watch video the poor thing overheats and shuts down in a couple of minutes,27
great im glad you enjoyed it  u find out who your real friends r at a time like this did you hear me on the aftershow,26
aww  i hope u find it soon i miss it i cnt even use my cam wo it memorys full plus i wanna take it  sa this commin weekend,29
hahah i really wish i was ever would make life so easy  i literally did a practice exam today got  amp was like yay its gt,26
had a surprisinly good day was at a bbq wasnt as bad as i thought it would be p ended up txting ppl most of day like lmao  x,29
yeah i saw im tempted to get into it but think ill wait till the dvd set is out i like to be able to gorge myself on it,29
had some recurring dreams that i havnt had in years last night was fun to run through them again  i wish tv repeats were this much fun,27
still at work not much happening ive got a direcot coming down from head office today oh what fun still only  hrs amp  minutes to go,26
hey you going to norway more than once cause im gonna miss you as i live all up north and i wont be in oslo that night,27
oh and they also cut my nails with this giant steel cutter i was really scared at first  but then i got the hang of it,26
haha  i do that so much btw i think i done well on my welsh exam we had to write it not say it but thats morrow,27
i just got put down my last drink for the nite lol butim soooo goin to chicago ma  im bored out of my mind here lol,26
my rp got a w last night ill take it since my sps cant seem to get one lately actually id take it even if my sps were getting ws,30
i hope yesterdat it was a great concert i wanted to be there  i cant to cry when i think about it i want to see you lt,28
oh i miss genuine indian cuisine i worked for an indian couple in the us and i loved the food nothing like that in cebu alas,26
im hungry but waiting for s before i put the dinner on  hes not even phoned yet to say hes on his way home from work,26
hey i saw your tweet i hope everything is ok  ive had this happen to me twice if the friendship is genuine it will work out,26
omg finally on land were goin to the rosemount fashion festival and see how the set and everything is goin the show is on the th,26
followers those of you who have been wme from day one amp those who continue to jump on board  a big thank you goes out  you all,27
head is splitting again  if i was single last nite id have been knee deep in tang instead i got the top score in pacman   sad,26
am i the only one sitting here on a dildo so big i cant even stand up hhehehe it is making my legs shake  kelli kanyon,26
i synced tvshows from the istore to my touch and now i cant find them itunes def said touch had video on it before i unplugged,26
i just realized how much i say quotplease pray for mequot i sound very selfish im gonna pray for all of you  god bless all of you,27
sarah is telling me how the mtv awards were i am pissed pissed as fuck but im freakin out at everything she tells me like i was there,28
hair is cut carpet is clean and guinness is at daycare  i guess the only thing left for me to do is clean the aptand read a book,28
so tight right now we shoulda won that but epic none the less had me on edge all game odom definitely puuled the clutch damnit lewis,26
i am the real selena gomez and i am locking my account cuz some kids whr trying to hac it   sorry to all u good ppl,26
oh i am reminded of a song i must tweet heard it in s car a bit ago and its perfect for the scene ive been working on,28
nap time is over i had a bad dream im hungry and dont know what i want everyone else already ate nobody wants to help me stay up,28
just chillin watching f done far too much over last few days so back v sore but my own fault   used to the pain now tho,26
if ever i was to meet you i think youre moustache and me would be flirting i have a really bad penchant for them im afraid,26
is it just me or is not beyond rude to talk in another language when you know no one else understands poor lady at the mangia mangia,27
off to do my light rigid drivers license tomorrow so ill be allowed to drive the buses we use with the balloons here in the city,26
on the side of the rosd with a blow out  almost crashed my car when it blew  thank god for this nice man who is helping me,27
gasp pulleaase dont hate me if u ask me a question and i dont answer you  at any given time i just cant see you sorry,26
another fun and hot night in the er now with summer upon us i am just dumping buckets of water out of me i feel bad for my pts,29
i hate this casa fne i wait feva f it t charge just t make a call then it cant call lng  distance man i miss my cell,28
i dont know why i am going to this its my stepdad family and i have to remind them who i am everytime i see them,26
not to be rude to my followers but damn i got the taste for pussy and that pink part of the clit not the wings but the under upper part,30
at night i have to tuck my dog under the covers so hes warm he got a bad haircut and has no fur but i love him,27
had a lovely time at the party highlight of my night me amp monica feeding at wild fox hot dogs  the dang thing was pretty close too,27
i want it to be pretty to reflect me but i also want it to be simple as well as easy for my sister the carry aroundill sleep on it,30
yay la zoo with my bbys lt i wish i could use the gps on  to get there too bad i dont have one well get lost instead,28
n yes spec imback frm out the states they was lovin me  n my spec is a college grad woop woop quottell me wana goquot lol,26
wishing all the moms in the world a very happy and relaxing mothers day may you get to spend the day with your feet up being pampered,27
of course its ok with me you can fly into oakthen stay with me friampwe drive to sac on satampshare a hotel room if ya want,26
fatty omg i just found the worst shit out and idk what to do i need to talk to you hopefully i see you when you get off work,29
damn no cause she said she was busy and stuff but just remind her and make sure im on the prom list for june th lol,26
almost everyone on swim team does dynamo now swim team is supposed to be for fun right i guess im the only one who still thinks that,27
oooh ok tell me if it still works using the id  i was gonna go yesterday but i saw those lines plus i didnt have my id,27
an hour and  minutes for the k this morning should have pushed harder in the first k to get under  hour lt  hour will have to wait,27
the days when u get home from school  turn on the tv and cartoons will b on all day  cartoons dont even b on like that anymore,27
back rom vaca  i so need another vacanow work work work amp it suxs  oh well i still had a blast on vaca so much fun,26
checking a few websites then finally going to bed i have to get up way too early tomorrow  but i get shotgun which makes it all okay,27
wow im hella tired worked my ass off today at work im glad im off tomarrow woo whoo but wont getta c my baby til wedns nite,27
i want some of that free walmart ice cream today but no walmart anywhere close   the one negative of living in the middle of the city,26
cuz he needed sleep after baby girl decided that maybe daddy could help her get dinner faster she was in r room b i knew it,26
why is it that every time i say im going to start eating better and lose weight i eat something totally bad to screw it up,26
cant wait to have good time tonight amp tomorrow is family day my cousin is graduating so exciting my mom is the only one missin out,26
mum just made me tip out oil into a bottle for some reason anyway i looked like a heroin addict now my neighbours are calling the cops,27
yea so im laying in bed and i hear rustling i look up and a roach is right above me i get up and of follows me i wanna be home in my bed,34
may i remind you my weakness is find dudes with tattoos and great arms perfect shoe game and ride street bikes oweee makes me just all,26
um yeah i still hate twitter  but im hanging out with holly and im gonna be hanging out with kesley soon um im on a boat,26
aids walk tomarro and im not participatinqq but my heart goes for my uncle amp my qrandma rip  i neva met her amp he was a qreat uncle,28
me because its just so soon after buring him plus a friend tweeted something that took me back to the day mo called to tell me,26
sad to hear of the death of my one remaining cat back in the uk poor maverick had to be put down after been hit by a car at the weekend,31
